name:ru,name:en,addr:country,addr:region,addr:district,name,wikipedia,longitude,latitude,id
Путятино,Putyatino,RU,Рязанская область,Путятинский район,Путятино,ru:Путятино (Рязанская область),41.121109,54.160557,346277367
Октябрьский,Oktyabr’skiy,RU,Рязанская область,,Октябрьский,ru:Октябрьский (Рязанская область),38.8905559,54.225278,346277513
Сакмара,Sakmara,RU,Оренбургская область,Сакмарский район,Сакмара,ru:Сакмара (Оренбургская область),55.333401,51.9846,346597139
Илек,Ilek,RU,Оренбургская область,Илекский район,Илек,ru:Илек (Оренбургская область),53.383327,51.527264,346802464
Белая Калитва,Belaya Kalitva,RU,Ростовская область,Белокалитвинский район,Белая Калитва,ru:Белая Калитва,40.7902124,48.1751778,346915853
Пудож,Pudozh,RU,,Пудожский район,Пудож,ru:Пудож,36.536045,61.808434,347359894
Южноуральск,Yuzhnoural'sk,RU,Челябинская область,Южноуральский городской округ,Южноуральск,ru:Южноуральск,61.2682731,54.4425364,347458922
Семилуки,Semiluki,RU,Воронежская область,Семилукский район,Семилуки,ru:Семилуки,39.022186,51.690403,347571112
Покачи,Pokachi,,,,Покачи,ru:Покачи,75.5968105,61.7441164,352776308
Чкаловск,Chkalovsk,RU,Нижегородская область,городской округ Чкаловск,Чкаловск,ru:Чкаловск (Нижегородская область),43.243324,56.764915,353177210
Богородское,Bogorodskoe,RU,Московская область,Сергиево-Посадский городской округ,Богородское,ru:Богородское (посёлок городского типа; Московская область),38.1825572,56.4939062,353351092
Коркино,Korkino,RU,Челябинская область,Коркинский район,Коркино,ru:Коркино,61.407963,54.889923,355144185
Шумерля,Shumerlya,RU,Чувашия,,Шумерля,ru:Шумерля (город),46.4186725,55.4985162,355658943
Апрелевка,Aprelevka,RU,Московская область,Наро-Фоминский городской округ,Апрелевка,ru:Апрелевка,37.0730417,55.5454306,355911643
Михайловка,Mikhaylovka,RU,Иркутская область,Черемховский район,Михайловка,ru:Михайловка (Иркутская область),103.288483,52.960114,355942616
Венёв,Venyov,,,,Венёв,ru:Венёв,38.2656,54.3504,355945765
Ульяновка,Ulyanovka,RU,Ленинградская область,Тосненский район,Ульяновка,ru:Ульяновка (Ленинградская область),30.7659561,59.6405558,356482498
Бокситогорск,Boksitogorsk,RU,Ленинградская область,Бокситогорский район,Бокситогорск,ru:Бокситогорск,33.8489952,59.4729021,356482509
Кологрив,Kologriv,RU,Костромская область,Кологривский муниципальный округ,Кологрив,ru:Кологрив,44.311275,58.825497,356482525
Весьегонск,Vesyegonsk,RU,Тверская область,,Весьегонск,ru:Весьегонск,37.2626496,58.6637264,356482533
Чухлома,Chukhloma,RU,Костромская область,Чухломский район,Чухлома,ru:Чухлома,42.68065,58.7560222,356482537
Вохтога,Vokhtoga,RU,Вологодская область,Грязовецкий район,Вохтога,ru:Вохтога,41.031261,58.814575,356482541
Любим,Lyubim,,Ярославская область,Любимский район,Любим,ru:Любим,40.691818,58.35762,356482546
Буй,Buy,RU,Костромская область,,Буй,ru:Буй (город),41.532956,58.4816821,356482549
Галич,Galich,RU,Костромская область,,Галич,ru:Галич (Костромская область),42.347916,58.381382,356482553
Нея,Neya,,Костромская область,Нейский муниципальный округ,Нея,ru:Нея (город),43.886444,58.288948,356482562
Красный Холм,Krasnyy Kholm,RU,Тверская область,Краснохолмский муниципальный округ,Красный Холм,ru:Красный Холм,37.114731,58.056507,356482594
Новый Некоуз,Novyy Nekouz,RU,Ярославская область,Некоузский район,Новый Некоуз,ru:Новый Некоуз,38.0630054,57.9080572,356482599
Удомля,Udomlya,RU,Тверская область,Удомельский городской округ,Удомля,ru:Удомля,35.0042,57.877998,356482620
Заволжск,Zavolzhsk,RU,Ивановская область,Заволжский район,Заволжск,ru:Заволжск,42.13964,57.4909934,356482634
Бежецк,Bezhetsk,RU,Тверская область,Бежецкий район,Бежецк,ru:Бежецк,36.692535,57.781357,356482640
Кесова Гора,Kesova Gora,RU,Тверская область,Кесовогорский район,Кесова Гора,ru:Кесова Гора,37.295616,57.579342,356482660
Кинешма,Kineshma,RU,Ивановская область,,Кинешма,ru:Кинешма,42.1400087,57.4430134,356482665
Наволоки,Navoloki,RU,Ивановская область,Кинешемский район,Наволоки,ru:Наволоки,41.962231,57.4737882,356482668
Фирово,Firovo,RU,Тверская область,Фировский район,Фирово,ru:Фирово,33.698059,57.481045,356482677
Спирово,Spirovo,RU,Тверская область,Спировский муниципальный округ,Спирово,ru:Спирово (посёлок городского типа; Спировский район),34.9932788,57.4215311,356482685
Нерехта,Nerekhta,RU,Костромская область,Нерехтский район,Нерехта,ru:Нерехта (город),40.573799,57.460655,356482688
Юрьевец,Yuryevets,,,,Юрьевец,ru:Юрьевец,43.1110178,57.3178792,356482697
Приволжск,Privolzhsk,RU,Ивановская область,Приволжский район,Приволжск,ru:Приволжск,41.281178,57.380333,356482705
Фурманов,Furmanov,RU,Ивановская область,Фурмановский район,Фурманов,ru:Фурманов (город),41.10923,57.248756,356482716
Калашниково,Kalashnikovo,RU,Тверская область,Лихославльский муниципальный округ,Калашниково,ru:Калашниково (Тверская область),35.230808,57.2794988,356482722
Гаврилов-Ям,Gavrlov Yam,RU,Ярославская область,Гаврилов-Ямский район,Гаврилов-Ям,ru:Гаврилов-Ям,39.8537697,57.3032827,356482725
Комсомольск,Komsomolsk,RU,Ивановская область,Комсомольский район,Комсомольск,ru:Комсомольск (Ивановская область),40.377602,57.027321,356482727
Кувшиново,Kuvshinovo,RU,Тверская область,Кувшиновский район,Кувшиново,ru:Кувшиново,34.1796637,57.0314657,356482731
Кохма,Kokhma,,,,Кохма,ru:Кохма,41.0939402,56.9315448,356482735
Пучеж,Puchezh,,Ивановская область,Пучежский район,Пучеж,ru:Пучеж,43.168062,56.9820977,356482739
Вичуга,Vichuga,RU,Ивановская область,,Вичуга,ru:Вичуга,41.9245606,57.220222,356482756
Лихославль,Likhoslavl,RU,Тверская область,Лихославльский муниципальный округ,Лихославль,ru:Лихославль,35.4665276,57.1244437,356482758
Родники,Rodniki,RU,Ивановская область,Родниковский район,Родники,ru:Родники (город),41.72839,57.105225,356482761
Тейково,Teykovo,RU,Ивановская область,,Тейково,ru:Тейково,40.5405863,56.8554753,356482792
Лежнево,Lezhnevo,RU,Ивановская область,Лежневский район,Лежнево,ru:Лежнево (Ивановская область),40.887329,56.775677,356482812
Палех,Palekh,RU,Ивановская область,Палехский район,Палех,ru:Палех,41.8539925,56.8023842,356482828
Южа,Yuzha,RU,Ивановская область,Южский район,Южа,ru:Южа,42.0109249,56.5840428,356482846
Андреаполь,Andreapol,RU,Тверская область,,Андреаполь,ru:Андреаполь,32.26532,56.646801,356482849
Городец,Gorodets,,Нижегородская область,Городецкий район,Городец,ru:Городец,43.476002,56.647141,356482851
Савино,Savino,RU,Ивановская область,Савинский район,Савино,ru:Савино (рабочий посёлок; Савинский район),41.2151323,56.5907172,356482858
Торопец,Toropets,RU,Тверская область,Торопецкий район,Торопец,ru:Торопец,31.641077,56.496479,356482893
Западная Двина,Zapadnaya Dvina,RU,Тверская область,Западнодвинский муниципальный округ,Западная Двина,ru:Западная Двина (город),32.0706461,56.2588518,356482920
Новосокольники,Novosokolniki,RU,Псковская область,Новосокольнический район,Новосокольники,ru:Новосокольники,30.152925,56.347385,356482952
Бор,Bor,,Нижегородская область,городской округ Бор,Бор,ru:Бор (Нижегородская область),44.0542641,56.3598289,356482960
Камешково,Kameshkovo,RU,Владимирская область,Камешковский район,Камешково,ru:Камешково,40.997098,56.3462575,356482973
Володарск,Volodarsk,,Нижегородская область,Володарский район,Володарск,ru:Володарск,43.182655,56.224304,356482977
Поварово,Povarovo,RU,Московская область,городской округ Солнечногорск,Поварово,ru:Поварово (посёлок городского типа),37.0542886,56.0758541,356482990
Некрасовский,Nekrasovskiy,RU,Московская область,Дмитровский городской округ,Некрасовский,ru:Некрасовский (Московская область),37.4993722,56.0952846,356482994
Кстово,Kstovo,,Нижегородская область,Кстовский район,Кстово,ru:Кстово,44.198032,56.149551,356483013
Монастырщина,Monastyrshchina,RU,Смоленская область,,Монастырщина,ru:Монастырщина (Монастырщинский район),31.8364896,54.3515818,356483039
Богородск,Bogorodsk,,Нижегородская область,,Богородск,ru:Богородск,43.516819,56.103416,356483058
Понтонный,,RU,Санкт-Петербург,,Понтонный,ru:Понтонный,30.630955,59.782928,356483118
Михайловка,Mikhaylovka,RU,Волгоградская область,городской округ Михайловка,Михайловка,ru:Михайловка (город),43.2342365,50.0797109,356772181
Петропавловка,Petropavlovka,RU,Воронежская область,Петропавловский район,Петропавловка,ru:Петропавловка (Петропавловский район; Воронежская область),40.885334,50.093231,356772188
Вёшенская,Veshenskaya,RU,Ростовская область,Шолоховский район,Вёшенская,ru:Вёшенская,41.725105,49.628994,356772271
Серафимович,Serafimovich,RU,Волгоградская область,Серафимовичский район,Серафимович,ru:Серафимович (город),42.730164,49.580608,356772279
Кумылженская,Kumylzhenskaya,RU,Волгоградская область,Кумылженский район,Кумылженская,ru:Кумылженская,42.589447,49.879845,356772353
Ольховка,O'lkhovka,RU,Волгоградская область,Ольховский район,Ольховка,ru:Ольховка (Волгоградская область),44.562557,49.852688,356772362
Кантемировка,Kantemirovka,RU,Воронежская область,Кантемировский район,Кантемировка,ru:Кантемировка,39.854115,49.702282,356772395
Дубовка,Dubovka,RU,Волгоградская область,Дубовский район,Дубовка,ru:Дубовка,44.830776,49.06052,356772437
Ерзовка,Yerzovka,RU,Волгоградская область,Городищенский район,Ерзовка,ru:Ерзовка (Городищенский район),44.637249,48.93346,356772453
Иловля,Ilovlya,RU,Волгоградская область,Иловлинский район,Иловля,ru:Иловля (Волгоградская область),43.979027,49.306286,356772481
Чертково,Chertkovo,RU,Ростовская область,Чертковский район,Чертково,ru:Чертково (Ростовская область),40.1491516,49.3799763,356772503
Обливская,Oblivskaya,RU,Ростовская область,Обливский район,Обливская,ru:Обливская,42.5014974,48.5359734,356772546
Краснослободск,Krasnoslobodsk,RU,Волгоградская область,Среднеахтубинский район,Краснослободск,ru:Краснослободск (Волгоградская область),44.5557953,48.7039046,356772564
Новый Рогачик,Novyy Rogachik,RU,Волгоградская область,Городищенский район,Новый Рогачик,ru:Новый Рогачик,44.058891,48.676365,356772567
Средняя Ахтуба,Srednyaya Akhtuba,RU,Волгоградская область,Среднеахтубинский район,Средняя Ахтуба,ru:Средняя Ахтуба,44.857697,48.712868,356772585
Суровикино,Surovikino,RU,Волгоградская область,Суровикинский район,Суровикино,ru:Суровикино,42.844147,48.605141,356772595
Гуково,Gukovo,RU,Ростовская область,,Гуково,ru:Гуково,39.9441925,48.0530303,356772614
Жирнов,Zhirnov,RU,Ростовская область,Тацинский район,Жирнов,ru:Жирнов (Ростовская область),41.123734,48.16938,356772622
Тацинская,Tatsinskaya,RU,Ростовская область,Тацинский район,Тацинская,ru:Тацинская,41.280865,48.193871,356772629
Нижний Чир,Nizhniy Chir,RU,Волгоградская область,Суровикинский район,Нижний Чир,ru:Нижний Чир,43.082661,48.362915,356772668
Морозовск,Morozovsk,RU,Ростовская область,Морозовский район,Морозовск,ru:Морозовск,41.828762,48.352379,356772687
Чернышковский,Chernyshkovskiy,RU,Волгоградская область,Чернышковский район,Чернышковский,ru:Чернышковский,42.225616,48.422199,356772708
Светлый Яр,Svetlyy Yar,RU,Волгоградская область,Светлоярский район,Светлый Яр,ru:Светлый Яр,44.785168,48.477432,356772725
Матвеев Курган,Matveyev Kurgan,RU,Ростовская область,Матвеево-Курганский район,Матвеев Курган,ru:Матвеев Курган,38.861942,47.568459,356772744
Родионово-Несветайская,Rodionovo-Nesvetayskaya,RU,Ростовская область,Родионово-Несветайский район,Родионово-Несветайская,ru:Родионово-Несветайская,39.7012529,47.6135406,356772759
Котельниково,Kotelnikovo,RU,Волгоградская область,Котельниковский район,Котельниково,ru:Котельниково,43.14109,47.6332274,356772765
Октябрьский,Oktyabr'skiy,RU,Волгоградская область,Октябрьский район,Октябрьский,ru:Октябрьский (Октябрьский район; Волгоградская область),43.653126,47.968594,356772829
Самарское,Samarskoye,RU,Ростовская область,Азовский район,Самарское,ru:Самарское (Ростовская область),39.690975,46.937504,356772845
Красный Сулин,Krasnyy Sulin,RU,Ростовская область,Красносулинский район,Красный Сулин,ru:Красный Сулин,40.071899,47.891552,356772865
Аксай,Aksay,RU,Ростовская область,Аксайский район,Аксай,ru:Аксай (Ростовская область),39.861362,47.268696,356772892
Кулешовка,Kuleshovka,RU,Ростовская область,Азовский район,Кулешовка,ru:Кулешовка (Ростовская область),39.55418,47.07658,356772919
Весёлый,Vesyoly,RU,Ростовская область,Весёловский район,Весёлый,ru:Весёлый (Весёловский район),40.7458265,47.0855153,356772933
Покровское,Pokrovskoye,RU,Ростовская область,Неклиновский район,Покровское,ru:Покровское (Ростовская область),38.896759,47.41428,356772948
Дубовское,Dubovskoye,RU,Ростовская область,Дубовский район,Дубовское,ru:Дубовское (Ростовская область),42.764225,47.411167,356772951
Кривянская,Krivyanskaya,RU,Ростовская область,Октябрьский район,Кривянская,ru:Кривянская (станица),40.1645323,47.3988641,356772954
Чалтырь,Chaltyr',RU,Ростовская область,Мясниковский район,Чалтырь,ru:Чалтырь,39.501518,47.283455,356773000
Песчанокопское,Peschanokopskoye,RU,Ростовская область,Песчанокопский район,Песчанокопское,ru:Песчанокопское,41.084557,46.184349,356773052
Крыловская,Krylovskaya,RU,Краснодарский край,Крыловский район,Крыловская,ru:Крыловская (Крыловский район),39.962914,46.321865,356773068
Ленинградская,Leningradskaya,RU,Краснодарский край,Ленинградский район,Ленинградская,ru:Ленинградская (станица),39.389554,46.3212449,356773072
Новоминская,Novominskaya,RU,Краснодарский край,Каневской район,Новоминская,ru:Новоминская,38.955532,46.317478,356773076
Семикаракорск,Semikarakorsk,RU,Ростовская область,Семикаракорский район,Семикаракорск,ru:Семикаракорск,40.8122575,47.516393,356773092
Егорлыкская,Yegorlykskaya,RU,Ростовская область,Егорлыкский район,Егорлыкская,ru:Егорлыкская,40.6495045,46.5630814,356773128
Кущёвская,Kushchovskaya,RU,Краснодарский край,Кущёвский район,Кущёвская,ru:Кущёвская,39.62809,46.552563,356773132
Ремонтное,Remontnoye,RU,Ростовская область,Ремонтненский район,Ремонтное,ru:Ремонтное,43.656048,46.56118,356773133
Целина,Tselina,RU,Ростовская область,Целинский район,Целина,ru:Целина (Ростовская область),41.028214,46.533634,356773139
Староминская,Starominskaya,RU,Краснодарский край,Староминский район,Староминская,ru:Староминская,39.0625056,46.5359488,356773141
Михайловская,Mikhaylovskaya,RU,Краснодарский край,Курганинский район,Михайловская,ru:Михайловская (Краснодарский край),40.5999124,44.990738,356773196
Орловский,Orlovskiy,RU,Ростовская область,Орловский район,Орловский,ru:Орловский (Ростовская область),42.051865,46.869869,356773218
Зерноград,Zernograd,RU,Ростовская область,Зерноградский район,Зерноград,ru:Зерноград,40.304813,46.844845,356773219
Пролетарск,Proletarsk,RU,Ростовская область,Пролетарский район,Пролетарск,ru:Пролетарск (город),41.724079,46.700161,356773231
Красногвардейское,Krasnogvardeyskoye,RU,Ставропольский край,Красногвардейский муниципальный округ,Красногвардейское,ru:Красногвардейское (Ставропольский край),41.514591,45.840508,356773279
Фастовецкая,Fastovetskaya,RU,Краснодарский край,Тихорецкий район,Фастовецкая,ru:Фастовецкая,40.154659,45.917324,356773286
Дивное,Divnoye,RU,Ставропольский край,Апанасенковский муниципальный округ,Дивное,ru:Дивное (Ставропольский край),43.341801,45.910305,356773292
Новоалександровск,Novoaleksandrovsk,RU,Ставропольский край,,Новоалександровск,ru:Новоалександровск,41.2198866,45.4952532,356773322
Казанская,Kazanskaya,RU,Краснодарский край,Кавказский район,Казанская,ru:Казанская (Краснодарский край),40.4406018,45.4074844,356773391
Изобильный,Izobilnyy,RU,Ставропольский край,,Изобильный,ru:Изобильный,41.7121154,45.3740796,356773413
Кавказская,Kavkazkaya,RU,Краснодарский край,Кавказский район,Кавказская,ru:Кавказская,40.6697566,45.4393405,356773418
Петровская,Petrovskaya,RU,Краснодарский край,Славянский район,Петровская,ru:Петровская (Краснодарский край),37.956711,45.430317,356773423
Донское,Donskoye,RU,Ставропольский край,,Донское,ru:Донское (Ставропольский край),41.9756382,45.4548156,356773431
Арзгир,Arzgir,RU,Ставропольский край,,Арзгир,ru:Арзгир,44.212685,45.369194,356773439
Новокубанск,Novokubansk,RU,Краснодарский край,Новокубанский район,Новокубанск,ru:Новокубанск,41.0366896,45.1083184,356773465
Ипатово,Ipatovo,RU,Ставропольский край,Ипатовский городской округ,Ипатово,ru:Ипатово,42.916286,45.719723,356773478
Светлоград,Svetlograd,RU,Ставропольский край,,Светлоград,ru:Светлоград,42.8459286,45.3406133,356773582
Гулькевичи,Gulkevichi,RU,Краснодарский край,Гулькевичский район,Гулькевичи,ru:Гулькевичи,40.6962256,45.3565119,356773588
Благодарный,Blagodarnoyy,RU,Ставропольский край,,Благодарный,ru:Благодарный,43.420868,45.100857,356773637
Богучаны,Boguchany,RU,Красноярский край,Богучанский район,Богучаны,ru:Богучаны,97.461578,58.382816,359635418
Шишкин Лес,Shishkin Les,,,,Шишкин Лес,ru:Шишкин Лес (посёлок),37.1893153,55.4131918,360000940
Черкизово,Cherkizovo,,Московская область,,Черкизово,ru:Черкизово (Пушкинский район),37.7804331,55.9693329,360001008
Свердловский,Sverdlovskiy,RU,Московская область,городской округ Лосино-Петровский,Свердловский,ru:Свердловский,38.1397082,55.9016773,360001019
Правдинский,Pravdinskiy,RU,Московская область,Пушкинский городской округ,Правдинский,ru:Правдинский,37.8587959,56.0630281,360001037
Кокошкино,Kokoshkino,RU,Москва,,Кокошкино,ru:Кокошкино (Москва),37.1739822,55.5994442,360001111
Развилка,Razvilka,RU,Московская область,Ленинский городской округ,Развилка,ru:Развилка (Московская область),37.750278,55.590278,360001120
Котельники,Kotelniki,RU,Московская область,городской округ Котельники,Котельники,ru:Котельники,37.8673073,55.661668,360001189
Лесной Городок,Lesnoi Gorodok,RU,Московская область,Одинцовский городской округ,Лесной Городок,ru:Лесной Городок,37.2068966,55.6402275,360001219
Ильинский,Il’inskiy,RU,Московская область,Раменский городской округ,Ильинский,ru:Ильинский (Московская область),38.1002947,55.6180826,360001275
Власиха,Vlasikha,RU,Московская область,,Власиха,ru:Власиха (Московская область),37.1919786,55.6838591,360001289
Заречье,Zarech'e,RU,Московская область,Одинцовский городской округ,Заречье,ru:Заречье (городское поселение Заречье),37.3955454,55.68776,360001361
Андреевка,Andreyevka,RU,Московская область,городской округ Солнечногорск,Андреевка,ru:Андреевка (Солнечногорский район),37.1410528,55.9796932,360001650
Московский,Moskovskiy,RU,Москва,,Московский,ru:Московский (город),37.3479176,55.6026007,360002120
Быково,Bykovo,RU,Московская область,Раменский городской округ,Быково,ru:Быково (городское поселение Быково),38.0761816,55.6311596,360002125
Загорянский,Zagoryanskiy,RU,Московская область,городской округ Щёлково,Загорянский,ru:Загорянский,37.9279193,55.9204584,360002370
Балахна,Balakhna,,Нижегородская область,,Балахна,ru:Балахна,43.6039553,56.4870505,360701733
Шахтёрск,Shakhtyorsk,RU,Сахалинская область,Углегорский городской округ,Шахтёрск,ru:Шахтёрск (Сахалинская область),142.1070013,49.1592435,360790060
Макаров,Makarov,RU,Сахалинская область,Макаровский городской округ,Макаров,ru:Макаров (город),142.7814002,48.6242527,360790120
Ноглики,Nogliki,RU,Сахалинская область,Ногликский городской округ,Ноглики,ru:Ноглики,143.1365077,51.7953617,360790153
Невельск,Nevel’sk,RU,Сахалинская область,Невельский городской округ,Невельск,ru:Невельск,141.8601144,46.6877802,360790301
Углегорск,Uglegorsk,RU,Сахалинская область,Углегорский городской округ,Углегорск,ru:Углегорск (город; Россия),142.0633622,49.079296,360790385
Корсаков,Korsakov,RU,Сахалинская область,Корсаковский городской округ,Корсаков,ru:Корсаков (город),142.7810147,46.632815,360790488
Долинск,Dolinsk,RU,Сахалинская область,Долинский городской округ,Долинск,ru:Долинск,142.7979361,47.3241456,360790596
Северо-Курильск,Severo-Kurilsk,RU,Сахалинская область,,Северо-Курильск,ru:Северо-Курильск,156.1154399,50.6683048,360790636
Тымовское,Tymovskoye,RU,Сахалинская область,Тымовский городской округ,Тымовское,ru:Тымовское,142.655,50.845556,360790752
Томари,Tomari,RU,Сахалинская область,Томаринский городской округ,Томари,ru:Томари (Россия),142.063478,47.7612087,360790819
Смирных,Smirnykh,RU,Сахалинская область,Смирныховский городской округ,Смирных,ru:Смирных,142.8320066,49.7423531,360790875
Поронайск,Poronaysk,RU,Сахалинская область,Поронайский городской округ,Поронайск,ru:Поронайск,143.1015759,49.2216366,360790972
Оха,Okha,RU,Сахалинская область,Охинский городской округ,Оха,ru:Оха,142.9496845,53.5891992,360791081
Усть-Камчатск,Ust’-Kamchatsk,RU,Камчатский край,Усть-Камчатский район,Усть-Камчатск,ru:Усть-Камчатск,162.5369568,56.2400377,360831467
Вилючинск,Vilyuchinsk,RU,Камчатский край,,Вилючинск,ru:Вилючинск,158.405383,52.931834,360831660
Кырен,Kyren,RU,Бурятия,Тункинский район,Кырен,ru:Кырен,102.132912,51.682404,360837530
Уренгой,Urengoy,,,муниципальный округ Пуровский район,Уренгой,ru:Уренгой,78.3718646,65.9623488,361024504
Нязепетровск,Nyazepetrovsk,RU,Челябинская область,Нязепетровский район,Нязепетровск,ru:Нязепетровск,59.598629,56.055508,364042192
Кунашак,Kunashak,RU,Челябинская область,Кунашакский район,Кунашак,ru:Кунашак (село),61.550903,55.698971,364045431
Чёрмоз,Chyormoz,RU,Пермский край,Ильинский городской округ,Чёрмоз,ru:Чёрмоз,56.153381,58.784988,364775751
Варна,Varna,RU,Челябинская область,Варненский район,Варна,ru:Варна (Челябинская область),60.9783588,53.3778252,364983579
Максатиха,Maksatikha,RU,Тверская область,Максатихинский район,Максатиха,ru:Максатиха,35.87904,57.797325,365919825
Рамешки,Rameshki,RU,Тверская область,Рамешковский муниципальный округ,Рамешки,ru:Рамешки,36.0453999,57.3453001,365919965
Кошехабль,Koshekhabl,RU,Адыгея,Кошехабльский район,Кошехабль,ru:Кошехабль,40.4963631,44.8964998,367076815
Советская,Sovetskaya,RU,Краснодарский край,Новокубанский район,Советская,ru:Советская (Краснодарский край),41.1711179,44.7836633,367115147
Белый Городок,Bely Gorodok,RU,Тверская область,Кимрский район,Белый Городок,ru:Белый Городок,37.513182,56.9654541,367368766
Тахтамукай,Takhtamukai,RU,Адыгея,Тахтамукайский район,Тахтамукай,ru:Тахтамукай,38.994718,44.9212862,369025581
Кунья,,RU,Псковская область,Куньинский район,Кунья,ru:Кунья (Псковская область),30.9819213,56.294902,369312472
Старая Торопа,Staraya Toropa,RU,Тверская область,Западнодвинский муниципальный округ,Старая Торопа,ru:Старая Торопа,31.667744,56.279961,369313105
Красногвардейское,Krasnogvardeyskoye,RU,Адыгея,Красногвардейский район,Красногвардейское,ru:Красногвардейское (Адыгея),39.5861478,45.1443556,369790994
Нижняя Тура,Nizhnyaya Tura,RU,Свердловская область,,Нижняя Тура,ru:Нижняя Тура,59.867397,58.618427,369993438
Верхняя Тура,Verkhnyaya Tura,RU,Свердловская область,,Верхняя Тура,ru:Верхняя Тура,59.81823,58.3605,369993440
Алапаевск,Alapaevsk,RU,Свердловская область,,Алапаевск,ru:Алапаевск,61.695,57.850811,370000267
Реж,Rezh,RU,Свердловская область,Режевской городской округ,Реж,ru:Реж,61.4042865,57.370647,370000269
Джалиль,,RU,Татарстан,Сармановский район,Джалиль,ru:Джалиль (посёлок городского типа),52.738992,55.021971,371194680
Шлиссельбург,Shlisselburg,RU,Ленинградская область,Кировский район,Шлиссельбург,ru:Шлиссельбург,31.0336955,59.940431,373930564
Жигалово,Zhigalovo,RU,Иркутская область,Жигаловский район,Жигалово,ru:Жигалово,105.15229,54.812668,376237747
Новое Девяткино,Novoe Devyatkino,RU,Ленинградская область,Всеволожский район,Новое Девяткино,ru:Новое Девяткино,30.475435,60.058025,376938459
Козьмодемьянск,Kozmodemyansk,RU,Марий Эл,городской округ Козьмодемьянск,Козьмодемьянск,ru:Козьмодемьянск,46.5462855,56.3324346,378731567
Юрино,Yurino,RU,Марий Эл,Юринский район,Юрино,ru:Юрино (Марий Эл),46.291918,56.29035,378731831
Кормиловка,,RU,Омская область,Кормиловский район,Кормиловка,ru:Кормиловка,74.092224,55.002613,378946456
Чаны,Chany,RU,Новосибирская область,Чановский район,Чаны,ru:Чаны (рабочий посёлок),76.759605,55.308064,378946490
Убинское,Ubinskoye,RU,Новосибирская область,Убинский район,Убинское,ru:Убинское (село),79.679375,55.306721,378946548
Коченёво,Kochenyovo,RU,Новосибирская область,Коченёвский район,Коченёво,ru:Коченёво,82.207718,55.021442,378946571
Лакинск,Lakinsk,RU,Владимирская область,Собинский район,Лакинск,ru:Лакинск,39.946558,56.015093,381155248
Лысково,Lyskovo,,Нижегородская область,,Лысково,ru:Лысково,45.038315,56.027885,382475256
Воротынец,Vorotynets,RU,Нижегородская область,Воротынский городской округ,Воротынец,ru:Воротынец,45.862528,56.0604696,382475272
Цивильск,Tsivilsk,RU,Чувашия,Цивильский район,Цивильск,tt:Чуел,47.473703,55.8661072,382547924
Хомутовка,Khomutovka,RU,Курская область,Хомутовский район,Хомутовка,ru:Хомутовка (Курская область),34.5554503,51.9214393,383335227
Знаменка,Znamenka,RU,Орловская область,Орловский муниципальный округ,Знаменка,ru:Знаменка (Орловская область),35.986679,52.89608,383716381
Ачхой-Мартан,Achkhoy-Martan,RU,,Ачхой-Мартановский район,Ачхой-Мартан,ru:Ачхой-Мартан,45.2879291,43.1926252,391281814
Верхошижемье,,RU,Кировская область,Верхошижемский район,Верхошижемье,ru:Верхошижемье,49.1040391,58.0140582,391759642
Богучар,Boguchar,RU,Воронежская область,Богучарский район,Богучар,ru:Богучар,40.5544754,49.9324498,392895245
Рудня,Rudnya,RU,Смоленская область,,Рудня,ru:Рудня (город),31.0906286,54.9471458,393764498
Светлогорск,Svetlogorsk,RU,Калининградская область,,Светлогорск,ru:Светлогорск (Калининградская область),20.1550863,54.9417552,394996639
Сигаево,Sigayevo,RU,Удмуртия,Сарапульский район,Сигаево,ru:Сигаево,53.7753696,56.4216058,403305470
Аскиз,Askiz,,,,Аскиз,ru:Аскиз (рабочий посёлок),90.436188,53.135597,409086394
Кукмор,Kukmor,RU,Татарстан,Кукморский район,Кукмор,ru:Кукмор,50.8972087,56.1865318,409487025
Горбатов,Gorbatov,RU,Нижегородская область,,Горбатов,ru:Горбатов (город),43.058346,56.132816,409617992
Хотынец,Khotynets,RU,Орловская область,Хотынецкий район,Хотынец,ru:Хотынец,35.398109,53.126518,410919506
Ардон,Ardon,RU,,Ардонский район,Ардон,ru:Ардон (город),44.3055486,43.1758059,411082690
Благовещенка,Blagoveshchenka,RU,Алтайский край,Благовещенский район,Благовещенка,ru:Благовещенка,79.8705683,52.830602,411307251
Табуны,,RU,Алтайский край,Табунский район,Табуны,ru:Табуны,78.7904097,52.7747185,411307253
Романово,,RU,Алтайский край,Романовский район,Романово,ru:Романово (Романовский район),81.226359,52.6187229,411307291
Родино,Rodino,RU,Алтайский край,Родинский район,Родино,ru:Родино (Родинский район),80.2104298,52.496135,411307292
Целинное,,RU,Алтайский край,Целинный район,Целинное,ru:Целинное (Алтайский край),85.6647246,53.0806917,411310508
Алтайское,Altayskoye,RU,Алтайский край,Алтайский район,Алтайское,ru:Алтайское (Алтайский район),85.336746,51.945145,411314416
Шимск,Shimsk,RU,Новгородская область,Шимский район,Шимск,ru:Шимск,30.724808,58.2117,411447188
Уразово,Urazovo,RU,Белгородская область,,Уразово,ru:Уразово (Белгородская область),38.043907,50.085068,411678873
Ломоносов,Lomonosov,RU,Санкт-Петербург,,Ломоносов,ru:Ломоносов (город),29.776194,59.91032,411691832
