name:ru,name:en,addr:country,addr:region,addr:district,name,wikipedia,longitude,latitude,id
Ивня,Ivnya,RU,Белгородская область,Ивнянский район,Ивня,ru:Ивня,36.137352,51.062305,336140749
Новохопёрский,Novokhoperskiy,RU,Воронежская область,Новохопёрский район,Новохопёрский,ru:Новохопёрский,41.575611,51.082878,336140754
Самойловка,Samoylovka,RU,Саратовская область,Самойловский район,Самойловка,ru:Самойловка (Саратовская область),43.7067631,51.1860003,336140761
Суджа,Sudzha,RU,Курская область,Суджанский район,Суджа,ru:Суджа,35.270855,51.190708,336140766
Давыдовка,Davydovka,RU,Воронежская область,Лискинский район,Давыдовка,ru:Давыдовка (Воронежская область),39.422359,51.159374,336140771
Воробьёвка,Vorobyevka,RU,Воронежская область,Воробьёвский район,Воробьёвка,ru:Воробьёвка (Воронежская область),40.924503,50.645149,336140786
Острогожск,Ostrogozhsk,RU,Воронежская область,Острогожский район,Острогожск,ru:Острогожск,39.077244,50.864902,336140811
Прохоровка,Prokhorovka,RU,Белгородская область,Прохоровский район,Прохоровка,ru:Прохоровка,36.7324649,51.0345463,336140813
Бутурлиновка,Buturlinovka,RU,Воронежская область,Бутурлиновский район,Бутурлиновка,ru:Бутурлиновка,40.587322,50.828491,336140818
Поворино,Povorino,RU,Воронежская область,Поворинский район,Поворино,ru:Поворино,42.24094,51.199276,336140824
Лиски,Liski,RU,Воронежская область,Лискинский район,Лиски,ru:Лиски,39.5047959,50.9773982,336140851
Новониколаевский,Novonikolayevskiy,RU,Волгоградская область,Новониколаевский район,Новониколаевский,ru:Новониколаевский (Волгоградская область),42.366272,50.97493,336140852
Жирновск,Zhirnovsk,RU,Волгоградская область,Жирновский район,Жирновск,ru:Жирновск,44.778908,50.978779,336140855
Елань,Yelan,RU,Волгоградская область,Еланский район,Елань,ru:Елань (Волгоградская область),43.743038,50.946434,336140859
Котово,Kotovo,RU,Волгоградская область,Котовский район,Котово,ru:Котово,44.801643,50.322208,336140881
Бирюч,Biryuch,RU,Белгородская область,Красногвардейский район,Бирюч,ru:Бирюч (город),38.4011297,50.6518308,336140884
Нехаевская,Nekhaevskaya,RU,Волгоградская область,Нехаевский район,Нехаевская,ru:Нехаевская (станица),41.752254,50.408291,336140924
Короча,Korocha,RU,Белгородская область,Корочанский район,Короча,ru:Короча,37.195316,50.810741,336140926
Рудня,Rudnya,,Волгоградская область,,Рудня,ru:Рудня (Волгоградская область),44.556606,50.796791,336140930
Каменка,Kamenka,RU,Воронежская область,Каменский район,Каменка,ru:Каменка (посёлок городского типа; Воронежская область),39.432598,50.713001,336140935
Красный Яр,Krasnyy Yar,RU,Волгоградская область,Жирновский район,Красный Яр,ru:Красный Яр (Жирновский район),44.725628,50.699696,336140936
Преображенская,Preobragenskaya,RU,Волгоградская область,Киквидзенский район,Преображенская,ru:Преображенская (Волгоградская область),43.056446,50.741516,336140943
Новый Оскол,Novyy Oskol,RU,Белгородская область,Новооскольский городской округ,Новый Оскол,ru:Новый Оскол,37.863338,50.764427,336140950
Калач,Kalach,RU,Воронежская область,Калачеевский район,Калач,ru:Калач (город),41.0161721,50.4259519,336140962
Подгоренский,Podgorenskiy,RU,Воронежская область,Подгоренский район,Подгоренский,ru:Подгоренский,39.638832,50.403614,336140966
Октябрьский,Oktyabr'skiy,RU,Белгородская область,Белгородский район,Октябрьский,ru:Октябрьский (Белгородский район),36.364799,50.433498,336140969
Новоаннинский,Novoanninskiy,RU,Волгоградская область,Новоаннинский район,Новоаннинский,ru:Новоаннинский,42.667362,50.529675,336141025
Верхний Мамон,Verkhniy Mamon,RU,Воронежская область,Верхнемамонский район,Верхний Мамон,ru:Верхний Мамон,40.3966104,50.1677646,336141049
Волоконовка,Volokonovka,RU,Белгородская область,Волоконовский район,Волоконовка,ru:Волоконовка,37.865398,50.4837,336141078
Грайворон,Grayvoron,RU,Белгородская область,,Грайворон,ru:Грайворон,35.6712018,50.4837728,336141081
